location,has_owner,owner,raw_material,is_coastal,has_river,river_size_1,river_size_2,river_size_3,river_size_4,river_size_5,adjacent_to_lake,development,population,pop_burghers,pop_clergy,pop_laborers,pop_nobles,pop_peasants,pop_slaves,pop_soldiers,pop_tribesmen,main_rgo_max_level,topography,vegetation,climate,location_rank,river,max_level_RGO_building_alum,level_RGO_building_alum,max_level_RGO_building_amber,level_RGO_building_amber,max_level_RGO_building_bad_sand,level_RGO_building_bad_sand,max_level_RGO_building_beeswax,level_RGO_building_beeswax,max_level_RGO_building_chili,level_RGO_building_chili,max_level_RGO_building_clay,level_RGO_building_clay,max_level_RGO_building_cloves,level_RGO_building_cloves,max_level_RGO_building_coal,level_RGO_building_coal,max_level_RGO_building_cocoa,level_RGO_building_cocoa,max_level_RGO_building_coffee,level_RGO_building_coffee,max_level_RGO_building_copper,level_RGO_building_copper,max_level_RGO_building_cotton,level_RGO_building_cotton,max_level_RGO_building_dyes,level_RGO_building_dyes,max_level_RGO_building_elephants,level_RGO_building_elephants,max_level_RGO_building_fiber_crops,level_RGO_building_fiber_crops,max_level_RGO_building_fish,level_RGO_building_fish,max_level_RGO_building_fruit,level_RGO_building_fruit,max_level_RGO_building_fur,level_RGO_building_fur,max_level_RGO_building_gems,level_RGO_building_gems,max_level_RGO_building_goods_gold,level_RGO_building_goods_gold,max_level_RGO_building_horses,level_RGO_building_horses,max_level_RGO_building_incense,level_RGO_building_incense,max_level_RGO_building_iron,level_RGO_building_iron,max_level_RGO_building_ivory,level_RGO_building_ivory,max_level_RGO_building_lead,level_RGO_building_lead,max_level_RGO_building_legumes,level_RGO_building_legumes,max_level_RGO_building_livestock,level_RGO_building_livestock,max_level_RGO_building_lumber,level_RGO_building_lumber,max_level_RGO_building_marble,level_RGO_building_marble,max_level_RGO_building_medicaments,level_RGO_building_medicaments,max_level_RGO_building_mercury,level_RGO_building_mercury,max_level_RGO_building_olives,level_RGO_building_olives,max_level_RGO_building_pearls,level_RGO_building_pearls,max_level_RGO_building_pepper,level_RGO_building_pepper,max_level_RGO_building_saffron,level_RGO_building_saffron,max_level_RGO_building_salt,level_RGO_building_salt,max_level_RGO_building_saltpeter,level_RGO_building_saltpeter,max_level_RGO_building_sand,level_RGO_building_sand,max_level_RGO_building_silk,level_RGO_building_silk,max_level_RGO_building_silver,level_RGO_building_silver,max_level_RGO_building_stone,level_RGO_building_stone,max_level_RGO_building_sugar,level_RGO_building_sugar,max_level_RGO_building_tea,level_RGO_building_tea,max_level_RGO_building_tin,level_RGO_building_tin,max_level_RGO_building_tobacco,level_RGO_building_tobacco,max_level_RGO_building_wheat,level_RGO_building_wheat,max_level_RGO_building_wild_game,level_RGO_building_wild_game,max_level_RGO_building_wine,level_RGO_building_wine,max_level_RGO_building_wool,level_RGO_building_wool,max_level_apothecary,level_apothecary,max_level_bog_iron_smelter,level_bog_iron_smelter,max_level_brewery,level_brewery,max_level_charcoal_maker,level_charcoal_maker,max_level_clay_pit,level_clay_pit,max_level_cloth_guild,level_cloth_guild,max_level_distillers_guild,level_distillers_guild,max_level_dyes_guild,level_dyes_guild,max_level_elephant_hunting_grounds,level_elephant_hunting_grounds,max_level_farming_village,level_farming_village,max_level_fiber_crops_farm,level_fiber_crops_farm,max_level_fine_cloth_guild,level_fine_cloth_guild,max_level_fishing_village,level_fishing_village,max_level_forest_village,level_forest_village,max_level_fruit_orchard,level_fruit_orchard,max_level_furniture_guild,level_furniture_guild,max_level_glass_guild,level_glass_guild,max_level_hand_cannon_guild,level_hand_cannon_guild,max_level_horse_breeders,level_horse_breeders,max_level_jewelry_guild,level_jewelry_guild,max_level_lacquerware_guild,level_lacquerware_guild,max_level_lumber_mill,level_lumber_mill,max_level_market_village,level_market_village,max_level_marketplace,level_marketplace,max_level_mason,level_mason,max_level_naval_supplies_guild,level_naval_supplies_guild,max_level_paper_guild,level_paper_guild,max_level_porcelain_guild,level_porcelain_guild,max_level_pottery_guild,level_pottery_guild,max_level_provisions_market,level_provisions_market,max_level_rural_clothmaker,level_rural_clothmaker,max_level_rural_glassmaker,level_rural_glassmaker,max_level_salt_collector,level_salt_collector,max_level_sand_pit,level_sand_pit,max_level_scriptorium,level_scriptorium,max_level_sheep_farms,level_sheep_farms,max_level_stone_quarry,level_stone_quarry,max_level_tannery,level_tannery,max_level_tar_kiln,level_tar_kiln,max_level_tools_guild,level_tools_guild,max_level_urban_amenities,level_urban_amenities,max_level_victualling_house,level_victualling_house,max_level_weapon_guild,level_weapon_guild,max_level_winery,level_winery,max_level_local_smelters,level_local_smelters,max_level_saltpeter_guild,level_saltpeter_guild,max_level_sawmill,level_sawmill,max_level_windmill,level_windmill
wedde,yes,FRI,sand,1,0,0,0,0,0,0,0,13,6.93035,0,0.03465,0,0.01732,6.87838,0,0,0,6.3664,wetlands,grasslands,oceanic_climate,rural_settlement,none,,,,,,,,,,,1.9895,,,,,,,,,,,,,,,,,,,,1.9895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3664,,,,,,,,,,,,,,,,,,,,,,1.9895,,,,2,,,,,,,,,,,,,,,,,,,,,,2.64651,,,,,,,,,,,,,,,,,,,,2.64651,,,,2.64651,,,,,,,,,,2.64651,,2.64651,,2.64651,,2.8372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sloten,yes,FRI,salt,1,0,0,0,0,0,0,0,13,17.79888,0,0.08898,0,0.04448,17.66542,0,0,0,9.07904,wetlands,grasslands,oceanic_climate,rural_settlement,none,,,,,1.9895,,,,,,1.9895,,,,,,,,,,,,,,,,,,,,1.9895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.07904,,,,,,,,,,,,,,,,,,,,,,,,,,1.9895,,,,2,,,,,,,,,,,,,,,,,,,,,,3.18994,,,,,,,,,,,,,,,,,,,,3.18994,,,,3.18994,,,,,,,,,,3.18994,,3.18994,,3.18994,,9.07904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harlingen,yes,FRI,fish,1,0,0,0,0,0,0,0,14.25,11.32462,0,0.05662,0,0.0283,11.2397,0,0,0,6.7124,wetlands,grasslands,oceanic_climate,rural_settlement,none,,,,,2.09762,,,,,,2.09762,,,,,,,,,,,,,,,,,,,,6.7124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09762,,,,2,,,,,,,,,,,,,,,,,,,,,,2.99123,,,,,,,,,,,,,,,,,,,,2.99123,,,,2.99123,,,,,,,,,,2.99123,,2.99123,,2.99123,,3.0102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leeuwarden,yes,FRI,sand,1,0,0,0,0,0,0,0,13,18.28098,0,0.10968,0,0.06397,18.10733,0,0,0,6.3664,wetlands,grasslands,oceanic_climate,rural_settlement,none,,,,,,,,,,,1.9895,,,,,,,,,,,,,,,,,,,,1.9895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3664,,,,,,,,,,,,,,,,,,,,,,1.9895,,,,2,,,,,,,,,,,,,,,,,,,,,,3.21404,,,,,,,,,,,,,,,,,,,,3.21404,,,,3.21404,,,,,,,,,,3.21404,,3.21404,,3.21404,,2.8372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stavoren,yes,FRI,wheat,1,0,0,0,0,0,0,0,13,10.37842,0,0.05189,0,0.02594,10.30059,0,0,0,6.3664,wetlands,grasslands,oceanic_climate,rural_settlement,none,,,,,1.9895,,,,,,1.9895,,,,,,,,,,,,,,,,,,,,1.9895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3664,,,,,,1.9895,,,,2,,,,,,,,,,,,,,,,,,,,,,2.81892,,,,,,,,,,,,,,,,,,,,2.81892,,,,2.81892,,,,,,,,,,2.81892,,2.81892,,2.81892,,2.8372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
wolvega,yes,FRI,livestock,1,0,0,0,0,0,0,0,11,9.58223,0,0.04791,0,0.02395,9.51037,0,0,0,5.8128,wetlands,woods,oceanic_climate,rural_settlement,none,,,,,1.8165,,,,,,1.8165,,,,,,,,,,,,,,,,,,,,1.8165,,,,,,,,,,,,,,,,,,,,,,5.8128,,1.8165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8165,,,,,,,,2,,,,2.57911,,,,,,,,,,,,,,,,,,2.57911,,2.57911,,,,,,,,,,,,,,,,,,2.57911,,,,2.57911,,,,,,,,,,2.57911,,2.57911,,2.57911,,2.5604,,,,,,,,,,,,2.57911,,,,,,,,,,,,,,,,,,,
assen,yes,UTR,horses,0,0,0,0,0,0,0,0,15,5.74188,0,0.0287,0,0.01434,5.69884,0,0,0,5.99063,flatland,forest,oceanic_climate,rural_settlement,none,,,,,1.92625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99063,,,,,,,,,,,,,,1.92625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92625,,,,,,,,,,,,2.78709,,,,,,,,,,,,,,,,,,,,2.78709,,,,,,,,,,,,,,,,,,2.78709,,,,2.78709,,,,,,,,,,2.78709,,2.78709,,2.78709,,,,,,,,,,,,,,2.78709,,,,,,,,,,,,,,,,,,,
meppel,yes,UTR,legumes,0,0,0,0,0,0,0,0,18,7.96045,0,0.04775,0,0.02785,7.88485,0,0,0,6.70951,flatland,grasslands,oceanic_climate,rural_settlement,none,,,,,2.1574,,2.1574,,,,,,,,,,,,,,,,,,,,,,,,,,2.1574,,,,,,,,,,,,,,,,,,6.70951,,2.1574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1574,,,,,,2.1574,,,,,,,,,,,,,,,,,,,,3.19802,,2.1574,,,,,,,,,,,,,,,,,,,,,,,,3.19802,,,,3.19802,,,,,,,,,,3.19802,,3.19802,,3.19802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coevorden,yes,UTR,livestock,0,0,0,0,0,0,0,0,11,6.48863,0,0.03243,0,0.01621,6.43999,0,0,0,5.03213,wetlands,woods,oceanic_climate,rural_settlement,none,,,,,1.61805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.03213,,1.61805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61805,,,,,,,,2,,,,2.42443,,,,,,,,,,,,,,,,,,,,2.42443,,,,,,,,,,,,,,,,,,2.42443,,,,2.42443,,,,,,,,,,2.42443,,2.42443,,2.42443,,,,,,,,,,,,,,2.42443,,,,,,,,,,,,,,,,,,,
zwolle,yes,UTR,wheat,0,0,0,0,0,0,0,0,20,24.67624,1.74971,0.69358,0.85018,0.13136,20.65129,0,0.60012,0,4.78162,flatland,grasslands,oceanic_climate,town,none,,,,,1.5375,,1.5375,,,,,,,,,,,,,,,,,,,,,,,,,,1.5375,,,,,,,,,,,,,,,,,,,,1.5375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78162,,,,,,1.5375,,4.23381,,,,4.23381,1,,,,,4.23381,3,4.23381,,4.23381,1,,,,,1.5375,,4.23381,1,,,,,,,4.23381,,4.23381,,1,,,,4.23381,1,4.23381,,,,,,5.75719,3,4.23381,1,4.23381,,4.23381,1,4.23381,,4.23381,1,4.23381,,,,,,,,,,4.23381,,,,,,4.23381,1,,,4.23381,1,5.84935,,7.23381,,4.23381,1,4.23381,,,,,,,,1,
kampen,yes,UTR,wheat,1,0,0,0,0,0,0,0,15.5,18.75306,0,0.09376,0,0.04688,18.61242,0,0,0,6.11044,wetlands,grasslands,oceanic_climate,rural_settlement,none,,,,,1.96477,,,,,,1.96477,,,,,,,,,,,,,,,,,,,,1.96477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.11044,,,,,,1.96477,,,,2,,,,,,,,,,,,,,,,,,,,,,3.48765,,,,,,,,,,,,,,,,,,,,3.48765,,,,3.48765,,,,,,,,,,3.48765,,3.48765,,3.48765,,2.83544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
deventer,yes,UTR,wheat,0,0,0,0,0,0,0,0,18,19.25413,1.73887,0.56587,0.85018,0.09314,15.40595,0,0.60012,0,4.46285,flatland,woods,oceanic_climate,town,none,,,,,1.435,,1.435,,,,,,,,,,,,,,,,,,,,,,,,,,1.435,,,,,,,,,,,,,,,,,,,,,,1.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46285,,1.435,,,,,,3.7627,,,,3.7627,1,3.7627,,,,3.7627,3,3.7627,,3.7627,1,,,,,,,3.7627,1,,,,,,,3.7627,,3.7627,,1,,,,3.7627,1,3.7627,,,,,,5.23897,3,3.7627,1,3.7627,,3.7627,1,3.7627,,3.7627,1,3.7627,,,,,,,,,,3.7627,,,,,,3.7627,1,3.7627,,3.7627,1,5.7585,,6.4627,,3.7627,1,3.7627,,,,,,,,1,
oldenzaal,yes,UTR,sand,0,0,0,0,0,0,0,0,16,25.53679,0,0.12768,0,0.06384,25.34527,0,0,0,6.23026,flatland,woods,oceanic_climate,rural_settlement,none,,,,,,,2.0033,,,,,,,,,,,,,,,,,,,,,,,,,,2.0033,,,,,,,,,,,,,,,,,,,,,,2.0033,,,,,,,,,,,,,,,,,,,,6.23026,,,,,,,,,,,,,,,,,,2.0033,,,,,,,,,,,,3.87683,,,,,,,,,,,,,,,,,,,,3.87683,,,,,,,,,,,,,,,,,,3.87683,,,,3.87683,,,,,,,,,,3.87683,,3.87683,,3.87683,,,,,,,,,,,,,,3.87683,,,,,,,,,,,,,,,,,,,
amsterdam,yes,HOL,livestock,1,0,0,0,0,0,0,1,23.75,26.54761,1.65343,0.52478,0.85018,0.14792,22.77118,0,0.60012,0,4.10062,wetlands,grasslands,oceanic_climate,town,none,,,,,1.36687,,,,,,1.36687,,,,,,,,,,,,,,,,,,,,1.36687,,,,,,,,,,,,,,,,,,,,,,4.10062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36687,,4.70238,,2,,4.70238,1,,,,,4.70238,3,4.70238,,4.70238,,,,,,,,4.70238,1,,,,,,,4.70238,,4.70238,,1,,,,4.70238,1,4.70238,,,,,,6.27261,3,4.70238,1,4.70238,,4.70238,1,4.70238,,4.70238,1,4.70238,,,,,,2.025,,,,4.70238,,,,,,4.70238,1,,,4.70238,,6.00309,,8.26488,,4.70238,1,4.70238,,,,,,,,,
amersfoort,yes,UTR,fruit,1,1,0,0,1,0,0,0,25,31.00248,0,0.15501,0.10002,0.0775,30.61994,0,0.05001,0,8.46851,flatland,grasslands,oceanic_climate,rural_settlement,3,,,,,2.723,,2.723,,,,2.723,,,,,,,,,,,,,,,,,,,,1,,8.46851,,,,,,,,,,,,,,,,,,,,2.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.723,,,,,,2.723,,,,,,,,,,,,,,,,,,,,,,2.723,,,,6.05012,1,,,,,,,,,,,,,,,,,,,6.05012,,,,5.05012,,,,,,,,,,5.05012,,5.05012,,5.05012,,4.0456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alkmaar,yes,HOL,fish,1,0,0,0,0,0,0,0,18,24.24688,0,0.12123,0.10002,0.06061,23.91501,0,0.05001,0,5.922,wetlands,grasslands,oceanic_climate,rural_settlement,none,,,,,1.974,,,,,,1.974,,,,,,,,,,,,,,,,,,,,5.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.974,,,,2,,,,,,,,,,,,,,,,,,,,,,4.01234,1,,,,,,,,,,,,,,,,,,,4.01234,,,,4.01234,,,,,,,,,,4.01234,,4.01234,,4.01234,,2.8764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hoorn,yes,HOL,salt,1,0,0,0,0,0,0,0,19.25,26.70623,0.01,0.13352,0.10001,0.06676,26.34594,0,0.05,0,9.0522,wetlands,grasslands,oceanic_climate,rural_settlement,none,,,,,2.06212,,,,,,2.06212,,,,,,,,,,,,,,,,,,,,2.06212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0522,,,,,,,,,,,,,,,,,,,,,,,,,,2.06212,,,,2,,,,,,,,,,,,,,,,,,,,,,4.26031,,,,,,,,,,,,,,,,,,,,4.26031,1,,,4.26031,,,,,,,,,,4.26031,,4.26031,,4.26031,,9.0522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
utrecht,yes,UTR,wheat,0,0,0,0,0,0,0,0,18,25.31306,1.75096,1.43174,0.85017,0.15891,20.52116,0,0.60012,0,4.46285,wetlands,woods,oceanic_climate,town,none,,,,,1.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46285,,1.435,,,,,,4.06565,,2,,4.06565,1,4.06565,,,,4.06565,3,4.06565,,4.06565,1,,,,,,,4.06565,1,,,,,,,4.06565,,4.06565,,1,,,,4.06565,1,4.06565,,,,,,5.57221,3,4.06565,1,4.06565,,4.06565,1,4.06565,,4.06565,1,4.06565,,,,,,,,,,4.06565,,,,,,4.06565,1,4.06565,,4.06565,1,5.77062,,6.76565,,4.06565,1,4.06565,,,,,,,,1,
the_hague,yes,HOL,dyes,1,0,0,0,0,0,0,1,18,22.13467,1.6446,0.47631,0.85018,0.14461,18.41885,0,0.60012,0,3.402,wetlands,woods,oceanic_climate,town,none,,,,,1.134,,,,,,1.134,,,,,,,,,,,,,,3.402,,,,,,1.134,,,,,,,,,,,,,,,,,,,,,,,,1.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.134,,,,,,3.90673,,1.6524,,3.90673,1,3.90673,,,,3.90673,3,3.90673,,3.90673,,,,,,,,3.90673,1,,,,,,,3.90673,,3.90673,,1,,,,3.90673,1,3.90673,,,,,,5.3974,3,3.90673,1,3.90673,,3.90673,1,3.90673,,3.90673,1,3.90673,,,,,,1.6524,,,,3.90673,,,,,,3.90673,1,3.90673,,3.90673,,5.76426,,6.60673,,3.90673,1,3.90673,,,,,,,,,
dordrecht,yes,HOL,salt,1,1,0,0,1,0,0,0,24.5,21.22978,1.74284,0.41846,0.85019,0.09808,17.52008,0,0.60013,0,6.2208,wetlands,grasslands,oceanic_climate,town,3,,,,,1.39725,,,,,,1.39725,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2208,,,,,,,,,,,,,,,,,,,,,,,,,,1.39725,,4.51148,,2,,4.51148,1,,,,,4.51148,3,4.51148,,4.51148,1,,,,,,,4.51148,1,,,,,,,4.51148,,4.51148,,1,,,,4.51148,1,4.51148,,,,,,6.06262,3,4.51148,1,4.51148,,4.51148,1,4.51148,,4.51148,1,4.51148,,,,,,6.2208,,,,4.51148,,,,,,4.51148,1,,,4.51148,1,6.02245,,8.18648,,4.51148,1,4.51148,,,,,,,,,
geertruidenberg,yes,HOL,horses,1,1,1,0,0,0,0,0,19,21.78161,0,0.1089,0.10002,0.05445,21.46823,0,0.05001,0,6.1335,wetlands,grasslands,oceanic_climate,rural_settlement,1,,,,,2.0445,,,,,,2.0445,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,6.1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0445,,,,2,,,,,,,,,,,,,,,,,,,,,,4.98908,1,,,,,,,,,,,,,,,,,,,4.98908,,,,3.98908,,,,,,,,,,3.98908,,3.98908,,3.98908,,2.9892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rotterdam,yes,HOL,clay,1,0,0,0,0,0,0,0,20.5,23.09276,0,0.11546,0.10002,0.05773,22.76954,0,0.05001,0,6.45075,wetlands,grasslands,oceanic_climate,rural_settlement,none,,,,,2.15025,,,,,,6.45075,,,,,,,,,,,,,,,,,,,,2.15025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15025,,,,2,,,,,,,,,,,,,,,,,,,,,,4.20463,1,,,,,,,,,,,,,,,,,,,4.20463,,,,4.20463,,,,,,,,,,4.20463,,4.20463,,4.20463,,3.1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leiden,yes,HOL,fish,0,0,0,0,0,0,0,1,18,19.58802,0,0.09794,0,0.04897,19.44111,0,0,0,5.88,wetlands,grasslands,oceanic_climate,rural_settlement,none,,,,,1.96,,,,,,1.96,,,,,,,,,,,,,,,,,,,,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,,,,2,,,,,,,,,,,,,,,,3.7794,,,,,,,,,,,,,,,,,,,,,,,,,,3.7794,,,,3.7794,,,,,,,,,,3.7794,,3.7794,,3.7794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
middelburg,yes,ZEE,salt,1,0,0,0,0,0,0,0,23.75,24.73227,1.6498,0.52046,0.85018,0.1563,20.95541,0,0.60012,0,6.1155,wetlands,grasslands,oceanic_climate,town,none,,,,,1.36687,,,,,,1.36687,,,,,,,,,,,,,,,,,,,,1.36687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1155,,,,,,,,,,,,,,,,,,,,,,,,,,1.36687,,4.61161,,2,,4.61161,1,,,,,4.61161,3,4.61161,,4.61161,,,,,,,,4.61161,1,,,,,,,4.61161,,4.61161,,1,,,,4.61161,1,4.61161,,,,,,6.17277,3,4.61161,1,4.61161,,4.61161,1,4.61161,,4.61161,1,4.61161,,,,,,6.1155,,,,4.61161,,,,,,4.61161,1,,,4.61161,,5.99946,,8.17411,,4.61161,1,4.61161,,,,,,,,,
arnhem,yes,GEL,wool,0,1,0,0,1,0,0,0,22,20.07433,0.01,0.10037,0.10002,0.06018,19.75375,0,0.05001,0,7.8624,flatland,forest,oceanic_climate,rural_settlement,3,,,,,2.52,,,,,,2.52,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,,,,7.8624,,,,,,,,5.20371,,,,,,,,,,,,,,,,,,,,5.20371,,,,,,,,,,,,,,,,,,5.20371,1,,,4.20371,,,,,,,,,,4.20371,,4.20371,,4.20371,,,,,,,,,,,,,,5.20371,,,,,,,,,,,,,,,,,,,
apeldoorn,yes,GEL,wild_game,0,0,0,0,0,0,0,0,20,18.16276,0,0.0908,0,0.04539,18.02657,0,0,0,7.3242,flatland,forest,oceanic_climate,rural_settlement,none,,,,,2.3475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3242,,,,,,,,,,,,3.90813,,,,,,,,,,,,,,,,,,,,3.90813,,,,,,,,,,,,,,,,,,3.90813,,,,3.90813,,,,,,,,,,3.90813,,3.90813,,3.90813,,,,,,,,,,,,,,3.90813,,,,,,,,,,,,,,,,,,,
doetinchem,yes,ZUT,fiber_crops,0,0,0,0,0,0,0,0,20,19.35296,0,0.09675,0,0.04837,19.20784,0,0,0,7.3242,flatland,forest,oceanic_climate,rural_settlement,none,,,,,2.3475,,,,,,,,,,,,,,,,,,,,,,,,7.3242,,,,,,,,,,,,,,,,,,,,,,,,,,2.3475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3475,,,,,,,,,,,,3.96764,,,,,,,,,,,,,,,,,,,,3.96764,,,,,,,,,,,,,,,,,,3.96764,,,,3.96764,,,,,,,,,,3.96764,,3.96764,,3.96764,,,,,,,,,,,,,,3.96764,,,,,,,,,,,,,,,,,,,
harderwijk,yes,GEL,fiber_crops,1,0,0,0,0,0,0,0,24.25,15.64251,0,0.47829,0.10002,0.03909,14.9751,0,0.05001,0,8.41522,flatland,grasslands,oceanic_climate,rural_settlement,none,,,,,2.69718,,2.69718,,,,2.69718,,,,,,,,,,,,,,,,,,8.41522,,2.69718,,2.69718,,,,,,,,,,,,,,,,,,,,2.69718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69718,,,,,,2.69718,,,,,,,,,,,,,,,,,,,,,,,,,,4.20712,1,,,,,,,,,,,,,,,,,,,4.20712,,,,4.20712,,,,,,,,,,4.20712,,4.20712,,4.20712,,4.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nijmegen,yes,GEL,wheat,0,1,0,0,1,0,0,0,25,15.96162,0.01,0.0798,0.10002,0.03989,15.6819,0,0.05001,0,8.5995,flatland,grasslands,oceanic_climate,rural_settlement,3,,,,,2.75625,,2.75625,,,,2.75625,,,,,,,,,,,,,,,,,,,,1,,2.75625,,,,,,,,,,,,,,,,,,,,2.75625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5995,,,,,,2.75625,,,,,,,,,,,,,,,,,,,,5.29808,,2.75625,,,,,,,,,,,,,,,,,,,,,,,,5.29808,1,,,4.29808,,,,,,,,,,4.29808,,4.29808,,4.29808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
tiel,yes,GEL,wheat,0,1,0,0,1,0,0,0,25,25.23937,0.01,0.15143,0.10002,0.09833,24.82958,0,0.05001,0,8.5995,flatland,grasslands,oceanic_climate,rural_settlement,3,,,,,2.75625,,2.75625,,,,2.75625,,,,,,,,,,,,,,,,,,,,1,,2.75625,,,,,,,,,,,,,,,,,,,,2.75625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5995,,,,,,2.75625,,,,,,,,,,,,,,,,,,,,5.76196,,2.75625,,,,,,,,,,,,,,,,,,,,,,,,5.76196,1,,,4.76196,,,,,,,,,,4.76196,,4.76196,,4.76196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
zutphen,yes,ZUT,clay,0,0,0,0,0,0,0,0,25,27.26863,1.70035,0.56358,0.85017,0.33131,23.2231,0,0.60012,0,4.4226,flatland,grasslands,oceanic_climate,town,none,,,,,1.4175,,1.4175,,,,4.4226,,,,,,,,,,,,,,,,,,,,,,1.4175,,,,,,,,,,,,,,,,,,,,1.4175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4175,,,,,,1.4175,,4.86343,,,,4.86343,1,,,,,4.86343,3,4.86343,,4.86343,1,,,,,1.4175,,4.86343,1,,,,,,,4.86343,,4.86343,,1,,,,4.86343,1,4.86343,,,,,,5.86343,3,4.86343,1,4.86343,,4.86343,1,4.86343,,4.86343,1,4.86343,,,,,,,,,,4.86343,,,,,,4.86343,1,,,4.86343,1,6.05453,,8.61343,,4.86343,1,4.86343,,,,,,,,,
